category_id,product_name,product_price,product_img_url
4,21년산 담양농협 대숲맑은담양쌀 10kg 당일도정,30600,http://gdimg.gmarket.co.kr/2415544571/still/600?ver=1649918979
4,구운계란 60구(30구x2판)소금증정/HACCP인증/훈제란,15500,http://gdimg.gmarket.co.kr/2203268129/still/600?ver=1649662904
4,빅마마 이혜정의 시크릿 코인 총 205개,52120,http://gdimg.gmarket.co.kr/2088243360/still/600?ver=1647932895
4,[제니베이커리]제니쿠키 홍콩 마약쿠키  2믹스 640g 당발/신상,37400,http://gdimg.gmarket.co.kr/2032000330/still/600?ver=1627293076
4,[풀무원]모짜렐라 핫도그80g 5입X4봉(총20개),23850,http://gdimg.gmarket.co.kr/1852153722/still/600?ver=1629419922
4,우정본가 정통 메밀소바 6인분 세트,10500,http://gdimg.gmarket.co.kr/2131537871/still/600?ver=1649722199
4,[Gfresh]훈제오리 슬라이스 800g+800g/바비큐/에어프라이/캠핑,18900,http://gdimg.gmarket.co.kr/2200464611/still/600?ver=1649662558
4,[옥주부]옥주부 제주돼지통까스(등심 8팩+치즈 2팩+소스 2종(10팩)+돈가스거치대),30510,http://gdimg.gmarket.co.kr/1753036354/still/600?ver=1636526316
4,[폰타나]즉석수프 60g x4각(12개),10900,http://gdimg.gmarket.co.kr/1894353565/still/600?ver=1649752261
4,[홍대미미네]미미네 오리지널 국물떡볶이 570g x 6봉,22900,http://gdimg.gmarket.co.kr/2240749182/still/600?ver=1649748223
4,[마니커]버팔로봉 1kg +1kg,22900,http://gdimg.gmarket.co.kr/755570380/still/600?ver=1623820892
4,[빠른배송]올반 찰핫도그 80g 30개,25700,http://gdimg.gmarket.co.kr/2366231218/still/600?ver=1649862781
4,[의성마늘햄]의성마늘 로스팜 200g 10개,19900,http://gdimg.gmarket.co.kr/1764382827/still/600?ver=1649033475
4,착한낙지 매콤~칼칼  착한낙지 135g x 6팩+비법소스 6팩,26900,http://gdimg.gmarket.co.kr/1840902644/still/600?ver=1649812270
4,[햇반]햇반 210g x24입,26010,http://gdimg.gmarket.co.kr/2328254013/still/600?ver=1648615529
